Ville,Categorie,Difference de salaire (%)
Montargis,Profession,4.38
Montargis,Employé,.51
Montargis,Ouvrier,4.43
Neuville-aux-Bois,Cadre,13.39
Neuville-aux-Bois,Profession,6.57
Neuville-aux-Bois,Employé,1.46
Neuville-aux-Bois,Ouvrier,3.57
Nogent-sur-Vernisson,Cadre,3.1
Nogent-sur-Vernisson,Profession,14.84
Nogent-sur-Vernisson,Employé,6.67
Nogent-sur-Vernisson,Ouvrier,6.91
Olivet,Cadre,15.6
Olivet,Profession,5.61
Olivet,Employé,3.14
Olivet,Ouvrier,6.1
Orléans,Cadre,9.78
Orléans,Profession,4.26
Orléans,Employé,.97
Orléans,Ouvrier,6.06
Ormes,Cadre,7.09
Ormes,Profession,.36
Ormes,Employé,2.61
Ormes,Ouvrier,2.2
Ouzouer-sur-Loire,Cadre,18.42
Ouzouer-sur-Loire,Profession,15.82
Ouzouer-sur-Loire,Employé,6.67
Ouzouer-sur-Loire,Ouvrier,9.17
Pannes,Cadre,17.13
Pannes,Profession,5.08
Pannes,Employé,5.61
Pannes,Ouvrier,9.35
Patay,Cadre,23.56
Patay,Profession,9.93
Patay,Employé,3.32
Patay,Ouvrier,4.72
Pithiviers,Cadre,11.11
Pithiviers,Profession,6.09
Pithiviers,Employé,2.44
Pithiviers,Ouvrier,6.22
Poilly-lez-Gien,Cadre,20.26
Poilly-lez-Gien,Profession,6.0
Poilly-lez-Gien,Employé,4.59
Poilly-lez-Gien,Ouvrier,8.68
Puiseaux,Cadre,11.64
Puiseaux,Profession,7.12
Puiseaux,Employé,7.34
Puiseaux,Ouvrier,7.76
Saint-Ay,Cadre,11.16
Saint-Ay,Profession,5.12
Saint-Ay,Employé,2.78
Saint-Ay,Ouvrier,5.41
Saint-Benoît-sur-Loire,Cadre,4.14
Saint-Benoît-sur-Loire,Profession,11.11
Saint-Benoît-sur-Loire,Employé,2.3
Saint-Benoît-sur-Loire,Ouvrier,7.04
Saint-Cyr-en-Val,Cadre,7.75
Saint-Cyr-en-Val,Profession,11.39
Saint-Cyr-en-Val,Employé,3.06
Saint-Cyr-en-Val,Ouvrier,2.73
Saint-Denis-de-l'Hôtel,Cadre,8.86
Saint-Denis-de-l'Hôtel,Profession,9.66
Saint-Denis-de-l'Hôtel,Employé,1.87
Saint-Denis-de-l'Hôtel,Ouvrier,6.98
Saint-Denis-en-Val,Cadre,16.18
Saint-Denis-en-Val,Profession,5.26
Saint-Denis-en-Val,Employé,7.17
Saint-Denis-en-Val,Ouvrier,4.93
Saint-Hilaire-Saint-Mesmin,Cadre,12.16
Saint-Hilaire-Saint-Mesmin,Profession,7.02
Saint-Hilaire-Saint-Mesmin,Employé,3.74
Saint-Hilaire-Saint-Mesmin,Ouvrier,6.25
Saint-Jean-de-Braye,Cadre,8.72
Saint-Jean-de-Braye,Profession,2.76
Saint-Jean-de-Braye,Employé,1.87
Saint-Jean-de-Braye,Ouvrier,4.67
Saint-Jean-de-la-Ruelle,Cadre,6.76
Saint-Jean-de-la-Ruelle,Profession,4.32
Saint-Jean-de-la-Ruelle,Employé,.49
Saint-Jean-de-la-Ruelle,Ouvrier,5.37
Saint-Jean-le-Blanc,Cadre,18.65
Saint-Jean-le-Blanc,Profession,5.05
Saint-Jean-le-Blanc,Employé,3.17
Saint-Jean-le-Blanc,Ouvrier,5.61
Saint-Pryvé-Saint-Mesmin,Cadre,15.68
Saint-Pryvé-Saint-Mesmin,Profession,8.25
Saint-Pryvé-Saint-Mesmin,Employé,3.7
Saint-Pryvé-Saint-Mesmin,Ouvrier,10.68
Sandillon,Cadre,8.2
Sandillon,Profession,7.89
Sandillon,Employé,2.15
Sandillon,Ouvrier,8.6
Saran,Cadre,7.37
Saran,Profession,4.5
Saran,Employé,.93
Saran,Ouvrier,6.16
Semoy,Cadre,7.34
Semoy,Profession,4.85
Semoy,Employé,3.77
Semoy,Ouvrier,.44
Sully-sur-Loire,Cadre,11.81
Sully-sur-Loire,Profession,9.27
Sully-sur-Loire,Employé,.52
Sully-sur-Loire,Ouvrier,4.27
Tigy,Cadre,8.18
Tigy,Profession,10.1
Tigy,Employé,.48
Tigy,Ouvrier,3.17
Traînou,Cadre,8.51
Traînou,Profession,3.73
Traînou,Employé,1.87
Traînou,Ouvrier,.84
Villemandeur,Cadre,9.09
Villemandeur,Profession,6.53
Villemandeur,Employé,2.83
Villemandeur,Ouvrier,4.98
Vitry-aux-Loges,Cadre,19.25
Vitry-aux-Loges,Profession,4.76
Vitry-aux-Loges,Employé,4.67
Vitry-aux-Loges,Ouvrier,7.21
Biars-sur-Cère,Cadre,7.29
Biars-sur-Cère,Profession,2.7
Biars-sur-Cère,Employé,5.83
Biars-sur-Cère,Ouvrier,2.75
Cahors,Cadre,9.35
Cahors,Profession,4.15
Cahors,Employé,.51
Cahors,Ouvrier,8.6
Figeac,Cadre,10.45
Figeac,Profession,6.72
Figeac,Employé,1.52
Figeac,Ouvrier,9.8
Gourdon,Cadre,24.29
Gourdon,Profession,13.55
Gourdon,Employé,1.01
Gourdon,Ouvrier,7.69
Gramat,Cadre,10.23
Gramat,Profession,6.09
Gramat,Employé,2.11
Gramat,Ouvrier,5.82
Pradines,Cadre,5.22
Pradines,Profession,4.35
Pradines,Employé,1.02
Pradines,Ouvrier,8.9
Prayssac,Cadre,16.11
Prayssac,Profession,2.99
Prayssac,Employé,2.04
Prayssac,Ouvrier,8.51
Saint-Céré,Cadre,13.9
Saint-Céré,Profession,4.21
Saint-Céré,Employé,3.52
Saint-Céré,Ouvrier,5.21
Souillac,Cadre,2.09
Souillac,Profession,5.26
Souillac,Employé,1.02
Souillac,Ouvrier,.99
Agen,Cadre,10.11
Agen,Profession,6.52
Agen,Employé,2.49
Agen,Ouvrier,5.21
Aiguillon,Cadre,19.46
Aiguillon,Profession,9.51
Aiguillon,Employé,2.42
Aiguillon,Ouvrier,7.14
Astaffort,Cadre,12.99
Astaffort,Profession,9.92
Astaffort,Employé,.52
Astaffort,Ouvrier,.93
Bias,Cadre,2.63
Bias,Profession,5.8
Bias,Employé,4.35
Bias,Ouvrier,4.52
Boé,Cadre,7.81
Boé,Profession,9.4
Boé,Employé,3.77
Boé,Ouvrier,5.83
Bon-Encontre,Cadre,15.88
Bon-Encontre,Profession,10.67
Bon-Encontre,Employé,5.12
Bon-Encontre,Ouvrier,6.86
Casseneuil,Cadre,7.79
Casseneuil,Profession,11.91
Casseneuil,Employé,4.57
Casseneuil,Ouvrier,4.95
Castelculier,Cadre,9.41
Castelculier,Profession,4.83
Castelculier,Employé,6.98
Castelculier,Ouvrier,3.26
Casteljaloux,Cadre,16.3
Casteljaloux,Profession,5.26
Casteljaloux,Employé,2.06
Casteljaloux,Ouvrier,6.67
Clairac,Cadre,13.45
Clairac,Profession,6.56
Clairac,Employé,5.42
Clairac,Ouvrier,9.47
Colayrac-Saint-Cirq,Cadre,29.65
Colayrac-Saint-Cirq,Profession,6.34
Colayrac-Saint-Cirq,Employé,4.81
Colayrac-Saint-Cirq,Ouvrier,6.73
Foulayronnes,Cadre,13.5
Foulayronnes,Profession,8.01
Foulayronnes,Employé,3.7
Foulayronnes,Ouvrier,7.77
Fumel,Cadre,9.77
Fumel,Profession,2.96
Fumel,Employé,3.59
Fumel,Ouvrier,1.96
Lavardac,Cadre,18.3
Lavardac,Profession,4.88
Lavardac,Employé,3.63
Lavardac,Ouvrier,2.97
Layrac,Cadre,15.51
Layrac,Profession,5.52
Layrac,Employé,2.46
Layrac,Ouvrier,5.71
Marmande,Cadre,12.22
Marmande,Profession,2.96
Marmande,Employé,1.98
Marmande,Ouvrier,7.69
Miramont-de-Guyenne,Cadre,5.4
Miramont-de-Guyenne,Profession,9.23
Miramont-de-Guyenne,Employé,2.13
Miramont-de-Guyenne,Ouvrier,7.69
Monflanquin,Cadre,15.26
Monflanquin,Profession,7.57
Monflanquin,Employé,3.41
Monflanquin,Ouvrier,3.0
Monsempron-Libos,Cadre,6.77
Monsempron-Libos,Profession,11.66
Monsempron-Libos,Employé,5.76
Monsempron-Libos,Ouvrier,2.91
Montayral,Cadre,18.89
Montayral,Profession,2.96
Montayral,Employé,2.13
Montayral,Ouvrier,2.88
Nérac,Cadre,11.51
Nérac,Profession,3.73
Nérac,Employé,3.0
Nérac,Ouvrier,3.09
Le Passage,Cadre,9.51
Le Passage,Profession,5.45
Le Passage,Employé,.98
Le Passage,Ouvrier,5.21
Penne-d'Agenais,Cadre,2.82
Penne-d'Agenais,Profession,14.75
Penne-d'Agenais,Employé,8.13
Penne-d'Agenais,Ouvrier,6.06
Pont-du-Casse,Cadre,7.99
Pont-du-Casse,Profession,11.78
Pont-du-Casse,Employé,11.79
Pont-du-Casse,Ouvrier,2.8
Pujols,Cadre,10.91
Pujols,Profession,8.45
Pujols,Employé,2.94
Pujols,Ouvrier,5.47
Sainte-Bazeille,Cadre,18.16
Sainte-Bazeille,Profession,5.8
Sainte-Bazeille,Employé,3.59
Sainte-Bazeille,Ouvrier,9.09
Sainte-Livrade-sur-Lot,Cadre,4.56
Sainte-Livrade-sur-Lot,Profession,5.79
Sainte-Livrade-sur-Lot,Employé,3.03
Sainte-Livrade-sur-Lot,Ouvrier,5.76
Saint-Sylvestre-sur-Lot,Cadre,7.04
Saint-Sylvestre-sur-Lot,Profession,6.9
Saint-Sylvestre-sur-Lot,Employé,2.94
Saint-Sylvestre-sur-Lot,Ouvrier,4.95
Tonneins,Cadre,5.26
Tonneins,Profession,.75
Tonneins,Employé,1.02
Tonneins,Ouvrier,7.14
Villeneuve-sur-Lot,Cadre,8.29
Villeneuve-sur-Lot,Profession,5.97
Villeneuve-sur-Lot,Employé,2.54
Villeneuve-sur-Lot,Ouvrier,4.12
Peyre en Aubrac,Cadre,.92
Peyre en Aubrac,Profession,4.87
Peyre en Aubrac,Employé,4.08
Peyre en Aubrac,Ouvrier,5.76
La Canourgue,Cadre,11.85
La Canourgue,Profession,2.96
La Canourgue,Employé,1.96
La Canourgue,Ouvrier,6.93
Florac Trois Rivières,Cadre,17.04
Florac Trois Rivières,Profession,6.2
Florac Trois Rivières,Employé,2.11
Florac Trois Rivières,Ouvrier,7.83
Langogne,Cadre,3.55
Langogne,Profession,3.85
Langogne,Employé,1.54
Langogne,Ouvrier,9.55
Marvejols,Cadre,1.47
Marvejols,Profession,1.87
Marvejols,Employé,1.52
Marvejols,Ouvrier,8.24
Mende,Cadre,11.17
Mende,Profession,3.45
Mende,Employé,2.94
Mende,Ouvrier,14.13
Bourgs sur Colagne,Cadre,.81
Bourgs sur Colagne,Profession,2.27
Bourgs sur Colagne,Employé,4.9
Bourgs sur Colagne,Ouvrier,7.22
Saint-Chély-d'Apcher,Cadre,16.28
Saint-Chély-d'Apcher,Profession,7.92
Saint-Chély-d'Apcher,Employé,4.0
Saint-Chély-d'Apcher,Ouvrier,14.12
Allonnes,Cadre,13.75
Allonnes,Profession,6.74
Allonnes,Employé,3.47
Allonnes,Ouvrier,9.63
Angers,Cadre,12.36
Angers,Profession,2.6
Angers,Employé,1.46
Angers,Ouvrier,6.81
Avrillé,Cadre,10.56
Avrillé,Profession,9.03
Avrillé,Employé,5.07
Avrillé,Ouvrier,5.53
Baugé-en-Anjou,Cadre,11.27
Baugé-en-Anjou,Profession,9.02
Baugé-en-Anjou,Employé,4.48
Baugé-en-Anjou,Ouvrier,5.88
Beaucouzé,Cadre,8.22
Beaucouzé,Profession,16.87
Beaucouzé,Employé,9.25
Beaucouzé,Ouvrier,5.88
Beaufort-en-Anjou,Cadre,2.76
Beaufort-en-Anjou,Profession,7.81
Beaufort-en-Anjou,Employé,5.88
Beaufort-en-Anjou,Ouvrier,6.73
Beaupréau-en-Mauges,Cadre,11.11
Beaupréau-en-Mauges,Profession,9.43
Beaupréau-en-Mauges,Employé,5.37
Beaupréau-en-Mauges,Ouvrier,7.92
Bécon-les-Granits,Cadre,18.09
Bécon-les-Granits,Profession,7.46
Bécon-les-Granits,Employé,6.54
Bécon-les-Granits,Ouvrier,9.45
Bégrolles-en-Mauges,Cadre,1.42
Bégrolles-en-Mauges,Profession,8.24
Bégrolles-en-Mauges,Employé,8.74
Bégrolles-en-Mauges,Ouvrier,7.46
Bouchemaine,Cadre,15.46
Bouchemaine,Profession,20.0
Bouchemaine,Employé,5.88
Bouchemaine,Ouvrier,5.53
Briollay,Cadre,15.04
Briollay,Profession,6.05
Briollay,Employé,4.07
Briollay,Ouvrier,5.31
Brissac Loire Aubance,Cadre,15.24
Brissac Loire Aubance,Profession,6.57
Brissac Loire Aubance,Employé,7.27
Brissac Loire Aubance,Ouvrier,5.88
Candé,Cadre,8.0
Candé,Profession,12.78
Candé,Employé,3.03
Candé,Ouvrier,8.74
Cantenay-Épinard,Cadre,23.2
Cantenay-Épinard,Profession,3.45
Cantenay-Épinard,Employé,6.79
Cantenay-Épinard,Ouvrier,7.25
Bellevigne-les-Châteaux,Cadre,5.76
Bellevigne-les-Châteaux,Profession,5.49
Bellevigne-les-Châteaux,Employé,2.06
Bellevigne-les-Châteaux,Ouvrier,6.34
Chalonnes-sur-Loire,Cadre,12.04
Chalonnes-sur-Loire,Profession,7.47
Chalonnes-sur-Loire,Employé,2.88
Chalonnes-sur-Loire,Ouvrier,6.4
Orée d'Anjou,Cadre,9.77
Orée d'Anjou,Profession,8.7
Orée d'Anjou,Employé,6.22
Orée d'Anjou,Ouvrier,7.62
Les Hauts-d'Anjou,Cadre,17.43
Les Hauts-d'Anjou,Profession,8.33
Les Hauts-d'Anjou,Employé,2.51
Les Hauts-d'Anjou,Ouvrier,6.93
Terranjou,Cadre,18.21
Terranjou,Profession,9.3
Terranjou,Employé,.95
Terranjou,Ouvrier,6.73
Chemillé-en-Anjou,Cadre,11.23
Chemillé-en-Anjou,Profession,8.96
Chemillé-en-Anjou,Employé,5.37
Chemillé-en-Anjou,Ouvrier,7.92
Cholet,Cadre,14.41
Cholet,Profession,6.18
Cholet,Employé,2.42
Cholet,Ouvrier,7.0
Doué-en-Anjou,Cadre,4.65
Doué-en-Anjou,Profession,5.75
Doué-en-Anjou,Employé,5.42
Doué-en-Anjou,Ouvrier,6.6
Durtal,Cadre,16.75
Durtal,Profession,7.01
Durtal,Employé,1.92
Durtal,Ouvrier,5.71
Écouflant,Cadre,20.35
Écouflant,Profession,1.89
Écouflant,Employé,4.72
Écouflant,Ouvrier,6.16
Feneu,Cadre,16.49
Feneu,Profession,5.12
Feneu,Employé,8.76
Feneu,Ouvrier,6.73
Les Bois d'Anjou,Cadre,19.59
Les Bois d'Anjou,Profession,8.81
Les Bois d'Anjou,Employé,7.48
Les Bois d'Anjou,Ouvrier,6.22
Ingrandes-Le Fresne sur Loire,Cadre,11.5
Ingrandes-Le Fresne sur Loire,Profession,5.26
Ingrandes-Le Fresne sur Loire,Employé,5.71
Ingrandes-Le Fresne sur Loire,Ouvrier,9.18
Jarzé Villages,Cadre,6.53
Jarzé Villages,Profession,15.54
Jarzé Villages,Employé,2.44
Jarzé Villages,Ouvrier,6.73
Les Garennes sur Loire,Cadre,13.03
Les Garennes sur Loire,Profession,6.93
Les Garennes sur Loire,Employé,1.82
Les Garennes sur Loire,Ouvrier,3.74
Le Lion-d'Angers,Cadre,12.56
Le Lion-d'Angers,Profession,3.35
Le Lion-d'Angers,Employé,5.66
Le Lion-d'Angers,Ouvrier,5.83
Longué-Jumelles,Cadre,5.49
Longué-Jumelles,Profession,5.58
Longué-Jumelles,Employé,3.59
Longué-Jumelles,Ouvrier,5.47
Val d'Erdre-Auxence,Cadre,5.0
Val d'Erdre-Auxence,Profession,5.54
Val d'Erdre-Auxence,Employé,6.16
Val d'Erdre-Auxence,Ouvrier,7.84
Maulévrier,Cadre,8.31
Maulévrier,Profession,11.85
Maulévrier,Employé,4.0
Maulévrier,Ouvrier,4.39
Le May-sur-Èvre,Cadre,12.04
Le May-sur-Èvre,Profession,10.11
Le May-sur-Èvre,Employé,4.35
Le May-sur-Èvre,Ouvrier,6.93
Mazé-Milon,Cadre,14.36
Mazé-Milon,Profession,5.58
Mazé-Milon,Employé,2.42
Mazé-Milon,Ouvrier,6.1
Longuenée-en-Anjou,Cadre,11.64
Longuenée-en-Anjou,Profession,7.9
Longuenée-en-Anjou,Employé,1.89
Longuenée-en-Anjou,Ouvrier,6.54
La Ménitré,Cadre,2.04
La Ménitré,Profession,9.38
La Ménitré,Employé,1.96
La Ménitré,Ouvrier,4.81
Montreuil-Juigné,Cadre,16.46
Montreuil-Juigné,Profession,7.75
Montreuil-Juigné,Employé,2.37
Montreuil-Juigné,Ouvrier,11.58
Montreuil-Bellay,Cadre,7.13
Montreuil-Bellay,Profession,11.88
Montreuil-Bellay,Employé,.51
Montreuil-Bellay,Ouvrier,6.12
Montrevault-sur-Èvre,Cadre,11.82
Montrevault-sur-Èvre,Profession,8.46
Montrevault-sur-Èvre,Employé,5.83
Montrevault-sur-Èvre,Ouvrier,8.82
Morannes sur Sarthe-Daumeray,Cadre,18.47
Morannes sur Sarthe-Daumeray,Profession,5.63
Morannes sur Sarthe-Daumeray,Employé,5.26
Morannes sur Sarthe-Daumeray,Ouvrier,3.74
Mozé-sur-Louet,Cadre,.88
Mozé-sur-Louet,Profession,10.67
Mozé-sur-Louet,Employé,8.26
Mozé-sur-Louet,Ouvrier,7.48
Mûrs-Erigné,Cadre,11.75
Mûrs-Erigné,Profession,13.83
Mûrs-Erigné,Employé,1.44
Mûrs-Erigné,Ouvrier,5.05
Noyant-Villages,Cadre,25.97
Noyant-Villages,Profession,7.2
Noyant-Villages,Employé,4.08
Noyant-Villages,Ouvrier,5.53
Le Plessis-Grammoire,Cadre,15.84
Le Plessis-Grammoire,Profession,6.99
Le Plessis-Grammoire,Employé,3.51
Le Plessis-Grammoire,Ouvrier,7.55
Mauges-sur-Loire,Cadre,8.35
Mauges-sur-Loire,Profession,8.96
Mauges-sur-Loire,Employé,4.0
Mauges-sur-Loire,Ouvrier,8.37
Les Ponts-de-Cé,Cadre,13.91
Les Ponts-de-Cé,Profession,5.3
Les Ponts-de-Cé,Employé,1.89
Les Ponts-de-Cé,Ouvrier,7.07
La Possonnière,Cadre,11.73
La Possonnière,Profession,6.72
La Possonnière,Employé,6.31
La Possonnière,Ouvrier,15.96
Ombrée d'Anjou,Cadre,14.14
Ombrée d'Anjou,Profession,6.06
Ombrée d'Anjou,Employé,3.55
Ombrée d'Anjou,Ouvrier,7.25
Rochefort-sur-Loire,Cadre,13.32
Rochefort-sur-Loire,Profession,8.7
Rochefort-sur-Loire,Employé,9.43
Rochefort-sur-Loire,Ouvrier,2.86
Gennes-Val-de-Loire,Cadre,12.96
Gennes-Val-de-Loire,Profession,9.49
Gennes-Val-de-Loire,Employé,2.54
Gennes-Val-de-Loire,Ouvrier,4.95
Saint-Barthélemy-d'Anjou,Cadre,14.22
Saint-Barthélemy-d'Anjou,Profession,13.33
Saint-Barthélemy-d'Anjou,Employé,6.85
Saint-Barthélemy-d'Anjou,Ouvrier,6.4
Saint-Christophe-du-Bois,Cadre,7.21
Saint-Christophe-du-Bois,Profession,10.22
Saint-Christophe-du-Bois,Employé,6.16
Saint-Christophe-du-Bois,Ouvrier,8.29
Saint-Clément-de-la-Place,Cadre,11.5
Saint-Clément-de-la-Place,Profession,16.83
Saint-Clément-de-la-Place,Employé,10.04
Saint-Clément-de-la-Place,Ouvrier,3.77
Sainte-Gemmes-sur-Loire,Cadre,8.69
Sainte-Gemmes-sur-Loire,Profession,4.93
Sainte-Gemmes-sur-Loire,Employé,3.23
Sainte-Gemmes-sur-Loire,Ouvrier,7.39
Saint-Georges-sur-Loire,Cadre,13.09
Saint-Georges-sur-Loire,Profession,6.52
Saint-Georges-sur-Loire,Employé,1.94
Saint-Georges-sur-Loire,Ouvrier,4.35
Val-du-Layon,Cadre,.23
Val-du-Layon,Profession,7.52
Val-du-Layon,Employé,6.54
Val-du-Layon,Ouvrier,9.9
Saint-Lambert-la-Potherie,Cadre,14.69
Saint-Lambert-la-Potherie,Profession,5.67
Saint-Lambert-la-Potherie,Employé,4.67
Saint-Lambert-la-Potherie,Ouvrier,4.35
Saint-Léger-de-Linières,Cadre,15.69
Saint-Léger-de-Linières,Profession,8.72
Saint-Léger-de-Linières,Employé,7.45
Saint-Léger-de-Linières,Ouvrier,4.23
Saint-Léger-sous-Cholet,Cadre,7.14
Saint-Léger-sous-Cholet,Profession,9.16
Saint-Léger-sous-Cholet,Employé,1.44
Saint-Léger-sous-Cholet,Ouvrier,5.56
Sèvremoine,Cadre,11.68
Sèvremoine,Profession,8.61
Sèvremoine,Employé,7.11
Sèvremoine,Ouvrier,7.25
Loire-Authion,Cadre,10.38
Loire-Authion,Profession,7.47
Loire-Authion,Employé,4.5
Loire-Authion,Ouvrier,4.19
Saint-Melaine-sur-Aubance,Cadre,21.76
Saint-Melaine-sur-Aubance,Profession,4.9
Saint-Melaine-sur-Aubance,Employé,8.37
Saint-Melaine-sur-Aubance,Ouvrier,8.57
Verrières-en-Anjou,Cadre,12.53
Verrières-en-Anjou,Profession,8.76
Verrières-en-Anjou,Employé,3.67
Verrières-en-Anjou,Ouvrier,7.46
Saumur,Cadre,17.9
Saumur,Profession,8.63
Saumur,Employé,1.02
Saumur,Ouvrier,7.69
Segré-en-Anjou Bleu,Cadre,10.34
Segré-en-Anjou Bleu,Profession,3.6
Segré-en-Anjou Bleu,Employé,.0
Segré-en-Anjou Bleu,Ouvrier,5.21
La Séguinière,Cadre,17.05
La Séguinière,Profession,8.09
La Séguinière,Employé,5.12
La Séguinière,Ouvrier,6.67
Seiches-sur-le-Loir,Cadre,13.33
Seiches-sur-le-Loir,Profession,.37
Seiches-sur-le-Loir,Employé,2.83
Seiches-sur-le-Loir,Ouvrier,2.86
La Tessoualle,Cadre,12.42
La Tessoualle,Profession,7.96
La Tessoualle,Employé,3.26
La Tessoualle,Ouvrier,8.13
Bellevigne-en-Layon,Cadre,19.33
Bellevigne-en-Layon,Profession,7.87
Bellevigne-en-Layon,Employé,4.76
Bellevigne-en-Layon,Ouvrier,6.28
Tiercé,Cadre,14.36
Tiercé,Profession,4.0
Tiercé,Employé,3.74
Tiercé,Ouvrier,6.28
Trélazé,Cadre,11.73
Trélazé,Profession,4.51
Trélazé,Employé,2.88
Trélazé,Ouvrier,5.47
Trémentines,Cadre,16.95
Trémentines,Profession,6.96
Trémentines,Employé,12.33
Trémentines,Ouvrier,7.84
Erdre-en-Anjou,Cadre,12.57
Erdre-en-Anjou,Profession,8.27
Erdre-en-Anjou,Employé,5.26
Erdre-en-Anjou,Ouvrier,5.88
Lys-Haut-Layon,Cadre,16.82
Lys-Haut-Layon,Profession,6.06
Lys-Haut-Layon,Employé,8.13
Lys-Haut-Layon,Ouvrier,7.0
Rives-du-Loir-en-Anjou,Cadre,13.59
Rives-du-Loir-en-Anjou,Profession,6.53
Rives-du-Loir-en-Anjou,Employé,5.94
Rives-du-Loir-en-Anjou,Ouvrier,7.77
Vivy,Cadre,13.36
Vivy,Profession,10.24
Vivy,Employé,4.57
Vivy,Ouvrier,3.0
Agneaux,Cadre,16.02
Agneaux,Profession,3.16
Agneaux,Employé,5.12
Agneaux,Ouvrier,11.35
Agon-Coutainville,Cadre,28.97
Agon-Coutainville,Profession,13.27
Agon-Coutainville,Employé,7.32
Agon-Coutainville,Ouvrier,4.31
Avranches,Cadre,14.96
Avranches,Profession,5.42
Avranches,Employé,2.44
Avranches,Ouvrier,7.53
Barneville-Carteret,Cadre,14.13
Barneville-Carteret,Profession,14.95
Barneville-Carteret,Employé,3.45
Barneville-Carteret,Ouvrier,8.18
La Hague,Cadre,9.35
La Hague,Profession,13.64
La Hague,Employé,10.53
La Hague,Ouvrier,8.15
Jullouville,Cadre,17.23
Jullouville,Profession,4.58
Jullouville,Employé,1.42
Jullouville,Ouvrier,.0
Brécey,Cadre,6.31
Brécey,Profession,6.77
Brécey,Employé,1.57
Brécey,Ouvrier,7.18
Bréhal,Cadre,16.14
Bréhal,Profession,4.14
Bréhal,Employé,12.73
Bréhal,Ouvrier,9.45
Bricquebec-en-Cotentin,Cadre,12.05
Bricquebec-en-Cotentin,Profession,18.27
Bricquebec-en-Cotentin,Employé,9.27
Bricquebec-en-Cotentin,Ouvrier,9.68
Brix,Cadre,11.01
Brix,Profession,12.33
Brix,Employé,6.6
Brix,Ouvrier,9.33
Carentan-les-Marais,Cadre,10.97
Carentan-les-Marais,Profession,7.19
Carentan-les-Marais,Employé,6.34
Carentan-les-Marais,Ouvrier,6.34
Cherbourg-en-Cotentin,Cadre,11.11
Cherbourg-en-Cotentin,Profession,9.79
Cherbourg-en-Cotentin,Employé,3.45
Cherbourg-en-Cotentin,Ouvrier,11.74
Condé-sur-Vire,Cadre,2.21
Condé-sur-Vire,Profession,3.55
Condé-sur-Vire,Employé,3.35
Condé-sur-Vire,Ouvrier,10.05
Coutances,Cadre,12.33
Coutances,Profession,4.94
Coutances,Employé,.52
Coutances,Ouvrier,10.38
Créances,Cadre,20.61
Créances,Profession,2.64
Créances,Employé,2.65
Créances,Ouvrier,6.53
Donville-les-Bains,Cadre,21.35
Donville-les-Bains,Profession,11.9
Donville-les-Bains,Employé,5.88
Donville-les-Bains,Ouvrier,6.4
Ducey-Les Chéris,Cadre,4.87
Ducey-Les Chéris,Profession,4.32
Ducey-Les Chéris,Employé,1.05
Ducey-Les Chéris,Ouvrier,1.83
Gouville-sur-Mer,Cadre,11.16
Gouville-sur-Mer,Profession,14.38
Gouville-sur-Mer,Employé,1.98
Gouville-sur-Mer,Ouvrier,2.44
Granville,Cadre,6.2
Granville,Profession,4.41
Granville,Employé,1.52
Granville,Ouvrier,6.4
La Haye,Cadre,3.63
La Haye,Profession,8.9
La Haye,Employé,4.85
La Haye,Ouvrier,8.37
Isigny-le-Buat,Cadre,.82
Isigny-le-Buat,Profession,8.27
Isigny-le-Buat,Employé,11.63
Isigny-le-Buat,Ouvrier,5.12
Lessay,Cadre,7.76
Lessay,Profession,7.19
Lessay,Employé,1.51
Lessay,Ouvrier,7.39
Marigny-Le-Lozon,Cadre,5.43
Marigny-Le-Lozon,Profession,6.82
Marigny-Le-Lozon,Employé,4.81
Marigny-Le-Lozon,Ouvrier,6.93
Montebourg,Cadre,14.07
Montebourg,Profession,15.41
Montebourg,Employé,3.09
Montebourg,Ouvrier,13.58
Mortain-Bocage,Cadre,12.14
Mortain-Bocage,Profession,5.8
Mortain-Bocage,Employé,10.7
Mortain-Bocage,Ouvrier,7.14
Grandparigny,Cadre,10.91
Grandparigny,Profession,6.76
Grandparigny,Employé,2.51
Grandparigny,Ouvrier,6.16
Percy-en-Normandie,Cadre,4.16
Percy-en-Normandie,Profession,7.52
Percy-en-Normandie,Employé,3.96
Percy-en-Normandie,Ouvrier,9.0
Périers,Cadre,2.3
Périers,Profession,5.02
Périers,Employé,3.09
Périers,Ouvrier,5.76
Picauville,Cadre,2.06
Picauville,Profession,5.45
Picauville,Employé,5.94
Picauville,Ouvrier,7.25
Les Pieux,Cadre,7.04
Les Pieux,Profession,18.79
Les Pieux,Employé,9.18
Les Pieux,Ouvrier,7.49
Pont-Hébert,Cadre,4.99
Pont-Hébert,Profession,4.86
Pont-Hébert,Employé,8.33
Pont-Hébert,Ouvrier,9.55
Pontorson,Cadre,30.03
Pontorson,Profession,12.88
Pontorson,Employé,2.54
Pontorson,Ouvrier,3.45
Port-Bail-sur-Mer,Cadre,.44
Port-Bail-sur-Mer,Profession,10.64
Port-Bail-sur-Mer,Employé,5.1
Port-Bail-sur-Mer,Ouvrier,2.91
Quettreville-sur-Sienne,Cadre,9.41
Quettreville-sur-Sienne,Profession,8.61
Quettreville-sur-Sienne,Employé,3.03
Quettreville-sur-Sienne,Ouvrier,6.73
Saint-Amand-Villages,Cadre,15.53
Saint-Amand-Villages,Profession,7.69
